vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},72,2026-06-15 20:42:13,False,,,Response,9,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},73,2026-06-15 20:42:13,False,,,Response,10,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},74,2026-06-15 20:42:13,False,,,Response,10,prediction_poem_lengths,9.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},75,2026-06-15 20:42:14,False,,,Response,10,prediction_marriages,29.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},76,2026-06-15 20:42:14,False,,,Response,10,prediction_life_spans,77.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},77,2026-06-15 20:42:14,False,,,Response,10,prediction_movie_run_times,114.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},78,2026-06-15 20:42:14,False,,,Response,10,prediction_waiting_times,13.5,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},79,2026-06-15 20:42:14,False,,,Response,10,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},80,2026-06-15 20:42:14,False,,,Response,10,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},81,2026-06-15 20:42:15,False,,,Response,11,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},82,2026-06-15 20:42:15,False,,,Response,11,prediction_movie_run_times,119.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},83,2026-06-15 20:42:15,False,,,Response,11,prediction_marriages,23.0,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},84,2026-06-15 20:42:15,False,,,Response,11,prediction_life_spans,76.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},85,2026-06-15 20:42:15,False,,,Response,11,prediction_poem_lengths,12.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},86,2026-06-15 20:42:15,False,,,Response,11,prediction_waiting_times,52.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},87,2026-06-15 20:42:16,False,,,Response,11,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},88,2026-06-15 20:42:16,False,,,Response,11,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},89,2026-06-15 20:42:16,False,,,Response,12,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},90,2026-06-15 20:42:16,False,,,Response,12,prediction_waiting_times,10.3,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},91,2026-06-15 20:42:16,False,,,Response,12,prediction_movie_run_times,58.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},92,2026-06-15 20:42:16,False,,,Response,12,prediction_marriages,30.7,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},93,2026-06-15 20:42:17,False,,,Response,12,prediction_poem_lengths,21.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},94,2026-06-15 20:42:17,False,,,Response,12,prediction_life_spans,96,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},95,2026-06-15 20:42:17,False,,,Response,12,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},96,2026-06-15 20:42:17,False,,,Response,12,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},97,2026-06-15 20:42:17,False,,,Response,13,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},98,2026-06-15 20:42:17,False,,,Response,13,prediction_waiting_times,21.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},99,2026-06-15 20:42:17,False,,,Response,13,prediction_life_spans,63.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},100,2026-06-15 20:42:18,False,,,Response,13,prediction_marriages,40.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},101,2026-06-15 20:42:18,False,,,Response,13,prediction_movie_run_times,84.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},102,2026-06-15 20:42:18,False,,,Response,13,prediction_poem_lengths,7.5,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},103,2026-06-15 20:42:18,False,,,Response,13,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},104,2026-06-15 20:42:18,False,,,Response,13,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},105,2026-06-15 20:42:18,False,,,Response,14,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},106,2026-06-15 20:42:19,False,,,Response,14,prediction_movie_run_times,113.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},107,2026-06-15 20:42:19,False,,,Response,14,prediction_poem_lengths,115.5,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},108,2026-06-15 20:42:19,False,,,Response,14,prediction_waiting_times,13.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},109,2026-06-15 20:42:19,False,,,Response,14,prediction_life_spans,71.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},110,2026-06-15 20:42:19,False,,,Response,14,prediction_marriages,21.3,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},111,2026-06-15 20:42:19,False,,,Response,14,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},112,2026-06-15 20:42:20,False,,,Response,14,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},113,2026-06-15 20:42:20,False,,,Response,15,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},114,2026-06-15 20:42:20,False,,,Response,15,prediction_movie_run_times,96.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},115,2026-06-15 20:42:20,False,,,Response,15,prediction_poem_lengths,58.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},116,2026-06-15 20:42:20,False,,,Response,15,prediction_waiting_times,29.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},117,2026-06-15 20:42:20,False,,,Response,15,prediction_life_spans,89.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},118,2026-06-15 20:42:21,False,,,Response,15,prediction_marriages,25.8,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},119,2026-06-15 20:42:21,False,,,Response,15,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},120,2026-06-15 20:42:21,False,,,Response,15,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},121,2026-06-15 20:42:21,False,,,Response,16,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},122,2026-06-15 20:42:21,False,,,Response,16,prediction_marriages,21.0,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},123,2026-06-15 20:42:21,False,,,Response,16,prediction_movie_run_times,57.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},124,2026-06-15 20:42:22,False,,,Response,16,prediction_poem_lengths,54.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},125,2026-06-15 20:42:22,False,,,Response,16,prediction_waiting_times,13.3,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},126,2026-06-15 20:42:22,False,,,Response,16,prediction_life_spans,96,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},127,2026-06-15 20:42:22,False,,,Response,16,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},128,2026-06-15 20:42:22,False,,,Response,16,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},129,2026-06-15 20:42:22,False,,,Response,17,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},130,2026-06-15 20:42:23,False,,,Response,17,prediction_waiting_times,29.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},131,2026-06-15 20:42:23,False,,,Response,17,prediction_marriages,29.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},132,2026-06-15 20:42:23,False,,,Response,17,prediction_poem_lengths,14.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},133,2026-06-15 20:42:23,False,,,Response,17,prediction_life_spans,84.2,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},134,2026-06-15 20:42:23,False,,,Response,17,prediction_movie_run_times,96.0,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},135,2026-06-15 20:42:23,False,,,Response,17,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},136,2026-06-15 20:42:23,False,,,Response,17,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
{},137,2026-06-15 20:42:24,False,,,Response,18,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 10}",Response,_Response
{},138,2026-06-15 20:42:24,False,,,Response,18,prediction_movie_run_times,108.0,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},139,2026-06-15 20:42:24,False,,,Response,18,prediction_life_spans,63.3,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},140,2026-06-15 20:42:24,False,,,Response,18,prediction_marriages,24.4,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},141,2026-06-15 20:42:24,False,,,Response,18,prediction_waiting_times,11.1,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},142,2026-06-15 20:42:25,False,,,Response,18,prediction_poem_lengths,24.6,ModularPage,True,"{""time_taken"": 12, ""prompt"": {}, ""control"": {""width"": ""160px"", ""text_align"": ""right""}}",Response,_Response
{},143,2026-06-15 20:42:25,False,,,Response,18,info,,InfoPage,True,"{""prompt"": {}, ""control"": {}, ""time_taken"": 5}",Response,_Response
{},144,2026-06-15 20:42:25,False,,,Response,18,SuccessfulEndLogic,Finish,ModularPage,True,"{""choices"": [""Finish""], ""labels"": [""Finish""], ""time_taken"": 0.0, ""prompt"": {}, ""control"": {""choices"": [""Finish""], ""labels"": {""py/id"": 5}}}",Response,_Response
