chain_id,condition,event_content,event_id,event_type,generation_id,id,trial_index_within_generation
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-1"", ""x"": 6, ""y"": 7}",event-1,moveLeft,0,1,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-2"", ""x"": 5, ""y"": 7}",event-2,moveLeft,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-3"", ""x"": 5, ""y"": 8}",event-3,moveDown,0,1,1
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-4"", ""x"": 5, ""y"": 8}",event-4,pickUp,0,1,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-5"", ""x"": 4, ""y"": 8}",event-5,moveLeft,0,1,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-6"", ""x"": 3, ""y"": 8}",event-6,moveLeft,0,1,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-7"", ""x"": 2, ""y"": 8}",event-7,moveLeft,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-8"", ""x"": 2, ""y"": 9}",event-8,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-9"", ""x"": 2, ""y"": 10}",event-9,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-10"", ""x"": 2, ""y"": 11}",event-10,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-11"", ""x"": 2, ""y"": 12}",event-11,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-12"", ""x"": 2, ""y"": 13}",event-12,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-13"", ""x"": 2, ""y"": 14}",event-13,moveDown,0,1,1
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-14"", ""x"": 2, ""y"": 14}",event-14,combine,0,1,1
0,easy,"{""action"": ""consume"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-15"", ""x"": 2, ""y"": 14}",event-15,consume,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-16"", ""x"": 3, ""y"": 14}",event-16,moveRight,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-17"", ""x"": 4, ""y"": 14}",event-17,moveRight,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-18"", ""x"": 4, ""y"": 13}",event-18,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-19"", ""x"": 4, ""y"": 12}",event-19,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-20"", ""x"": 4, ""y"": 11}",event-20,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-21"", ""x"": 4, ""y"": 10}",event-21,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-22"", ""x"": 4, ""y"": 9}",event-22,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-23"", ""x"": 4, ""y"": 8}",event-23,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-24"", ""x"": 4, ""y"": 7}",event-24,moveUp,0,1,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-25"", ""x"": 4, ""y"": 6}",event-25,moveUp,0,1,1
0,easy,"{""action"": ""pickUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-26"", ""x"": 4, ""y"": 6}",event-26,pickUp,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-27"", ""x"": 5, ""y"": 6}",event-27,moveRight,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-28"", ""x"": 6, ""y"": 6}",event-28,moveRight,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-29"", ""x"": 7, ""y"": 6}",event-29,moveRight,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-30"", ""x"": 7, ""y"": 7}",event-30,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-31"", ""x"": 7, ""y"": 8}",event-31,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-32"", ""x"": 7, ""y"": 9}",event-32,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-33"", ""x"": 7, ""y"": 10}",event-33,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-34"", ""x"": 7, ""y"": 11}",event-34,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-35"", ""x"": 7, ""y"": 12}",event-35,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-36"", ""x"": 7, ""y"": 13}",event-36,moveDown,0,1,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-37"", ""x"": 7, ""y"": 14}",event-37,moveDown,0,1,1
0,easy,"{""action"": ""combine"", ""actions_left"": 37, ""current_points"": 10, ""currently_carrying"": ""circle_stripes_1"", ""event_id"": ""event-38"", ""x"": 7, ""y"": 14}",event-38,combine,0,1,1
0,easy,"{""action"": ""consume"", ""actions_left"": 36, ""current_points"": 20, ""currently_carrying"": """", ""event_id"": ""event-39"", ""x"": 7, ""y"": 14}",event-39,consume,0,1,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-1"", ""x"": 8, ""y"": 7}",event-1,moveRight,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-2"", ""x"": 9, ""y"": 7}",event-2,moveRight,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-3"", ""x"": 10, ""y"": 7}",event-3,moveRight,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-4"", ""x"": 11, ""y"": 7}",event-4,moveRight,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-5"", ""x"": 12, ""y"": 7}",event-5,moveRight,0,2,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-6"", ""x"": 12, ""y"": 7}",event-6,pickUp,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-7"", ""x"": 13, ""y"": 7}",event-7,moveRight,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-8"", ""x"": 14, ""y"": 7}",event-8,moveRight,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-9"", ""x"": 14, ""y"": 6}",event-9,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-10"", ""x"": 14, ""y"": 5}",event-10,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-11"", ""x"": 14, ""y"": 4}",event-11,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-12"", ""x"": 14, ""y"": 3}",event-12,moveUp,0,2,2
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-13"", ""x"": 14, ""y"": 3}",event-13,combine,0,2,2
0,easy,"{""action"": ""consume"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-14"", ""x"": 14, ""y"": 3}",event-14,consume,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-15"", ""x"": 13, ""y"": 3}",event-15,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-16"", ""x"": 12, ""y"": 3}",event-16,moveLeft,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-17"", ""x"": 12, ""y"": 4}",event-17,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-18"", ""x"": 12, ""y"": 5}",event-18,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-19"", ""x"": 12, ""y"": 6}",event-19,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-20"", ""x"": 12, ""y"": 7}",event-20,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-21"", ""x"": 12, ""y"": 8}",event-21,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-22"", ""x"": 12, ""y"": 9}",event-22,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-23"", ""x"": 12, ""y"": 10}",event-23,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-24"", ""x"": 12, ""y"": 11}",event-24,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-25"", ""x"": 12, ""y"": 12}",event-25,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-26"", ""x"": 12, ""y"": 13}",event-26,moveDown,0,2,2
0,easy,"{""action"": ""moveDown"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": """", ""event_id"": ""event-27"", ""x"": 12, ""y"": 14}",event-27,moveDown,0,2,2
0,easy,"{""action"": ""pickUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-28"", ""x"": 12, ""y"": 14}",event-28,pickUp,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-29"", ""x"": 11, ""y"": 14}",event-29,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-30"", ""x"": 10, ""y"": 14}",event-30,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-31"", ""x"": 9, ""y"": 14}",event-31,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-32"", ""x"": 8, ""y"": 14}",event-32,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-33"", ""x"": 7, ""y"": 14}",event-33,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-34"", ""x"": 6, ""y"": 14}",event-34,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-35"", ""x"": 5, ""y"": 14}",event-35,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-36"", ""x"": 4, ""y"": 14}",event-36,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-37"", ""x"": 3, ""y"": 14}",event-37,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-38"", ""x"": 2, ""y"": 14}",event-38,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-39"", ""x"": 1, ""y"": 14}",event-39,moveLeft,0,2,2
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-40"", ""x"": 0, ""y"": 14}",event-40,moveLeft,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-41"", ""x"": 0, ""y"": 13}",event-41,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-42"", ""x"": 0, ""y"": 12}",event-42,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-43"", ""x"": 0, ""y"": 11}",event-43,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-44"", ""x"": 0, ""y"": 10}",event-44,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-45"", ""x"": 0, ""y"": 9}",event-45,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-46"", ""x"": 0, ""y"": 8}",event-46,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-47"", ""x"": 0, ""y"": 7}",event-47,moveUp,0,2,2
0,easy,"{""action"": ""moveUp"", ""actions_left"": 38, ""current_points"": 10, ""currently_carrying"": ""circle_plain_0"", ""event_id"": ""event-48"", ""x"": 0, ""y"": 6}",event-48,moveUp,0,2,2
0,easy,"{""action"": ""combine"", ""actions_left"": 37, ""current_points"": 10, ""currently_carrying"": ""circle_stripes_1"", ""event_id"": ""event-49"", ""x"": 0, ""y"": 6}",event-49,combine,0,2,2
0,easy,"{""action"": ""consume"", ""actions_left"": 36, ""current_points"": 20, ""currently_carrying"": """", ""event_id"": ""event-50"", ""x"": 0, ""y"": 6}",event-50,consume,0,2,2
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-1"", ""x"": 8, ""y"": 7}",event-1,moveRight,1,3,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-2"", ""x"": 9, ""y"": 7}",event-2,moveRight,1,3,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-3"", ""x"": 10, ""y"": 7}",event-3,moveRight,1,3,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-4"", ""x"": 11, ""y"": 7}",event-4,moveRight,1,3,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-5"", ""x"": 12, ""y"": 7}",event-5,moveRight,1,3,1
0,easy,"{""action"": ""moveRight"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-6"", ""x"": 13, ""y"": 7}",event-6,moveRight,1,3,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-7"", ""x"": 13, ""y"": 6}",event-7,moveUp,1,3,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-8"", ""x"": 13, ""y"": 5}",event-8,moveUp,1,3,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-9"", ""x"": 13, ""y"": 4}",event-9,moveUp,1,3,1
0,easy,"{""action"": ""moveUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": """", ""event_id"": ""event-10"", ""x"": 13, ""y"": 3}",event-10,moveUp,1,3,1
0,easy,"{""action"": ""pickUp"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-11"", ""x"": 13, ""y"": 3}",event-11,pickUp,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-12"", ""x"": 12, ""y"": 3}",event-12,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-13"", ""x"": 11, ""y"": 3}",event-13,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-14"", ""x"": 10, ""y"": 3}",event-14,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-15"", ""x"": 9, ""y"": 3}",event-15,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-16"", ""x"": 8, ""y"": 3}",event-16,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-17"", ""x"": 7, ""y"": 3}",event-17,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-18"", ""x"": 6, ""y"": 3}",event-18,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-19"", ""x"": 5, ""y"": 3}",event-19,moveLeft,1,3,1
0,easy,"{""action"": ""moveLeft"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-20"", ""x"": 4, ""y"": 3}",event-20,moveLeft,1,3,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-21"", ""x"": 4, ""y"": 4}",event-21,moveDown,1,3,1
0,easy,"{""action"": ""moveDown"", ""actions_left"": 40, ""current_points"": 0, ""currently_carrying"": ""circle_checkered_0"", ""event_id"": ""event-22"", ""x"": 4, ""y"": 5}",event-22,moveDown,1,3,1
0,easy,"{""action"": ""combine"", ""actions_left"": 39, ""current_points"": 0, ""currently_carrying"": ""circle_dots_1"", ""event_id"": ""event-23"", ""x"": 4, ""y"": 5}",event-23,combine,1,3,1
