id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,vars,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_
8,2026-06-10 14:10:04.206295,,,,,,False,,,{},psynet.timeline.Response,{},1,nationality,"""AU""",NationalityPage,True,127.0.0.1,"{""time_taken"": 22.765, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:09:41.452Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:09:41.453Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:09:41.454Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:09:41.458Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:09:41.458Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {""name"": ""dropdown"", ""choices"": [""AF"", ""AL"", ""DZ"", ""AS"", ""AD"", ""AO"", ""AI"", ""AQ"", ""AG"", ""AR"", ""AM"", ""AW"", ""AU"", ""AT"", ""AZ"", ""BS"", ""BH"", ""BD"", ""BB"", ""BY"", ""BE"", ""BZ"", ""BJ"", ""BM"", ""BT"", ""BO"", ""BQ"", ""BA"", ""BW"", ""BV"", ""BR"", ""IO"", ""BN"", ""BG"", ""BF"", ""BI"", ""CV"", ""KH"", ""CM"", ""CA"", ""KY"", ""CF"", ""TD"", ""CL"", ""CN"", ""CX"", ""CC"", ""CO"", ""KM"", ""CG"", ""CD"", ""CK"", ""CR"", ""HR"", ""CU"", ""CW"", ""CY"", ""CZ"", ""CI"", ""DK"", ""DJ"", ""DM"", ""DO"", ""EC"", ""EG"", ""SV"", ""GQ"", ""ER"", ""EE"", ""SZ"", ""ET"", ""FK"", ""FO"", ""FJ"", ""FI"", ""FR"", ""GF"", ""PF"", ""TF"", ""GA"", ""GM"", ""GE"", ""DE"", ""GH"", ""GI"", ""GR"", ""GL"", ""GD"", ""GP"", ""GU"", ""GT"", ""GG"", ""GN"", ""GW"", ""GY"", ""HT"", ""HM"", ""HN"", ""HK"", ""HU"", ""IS"", ""IN"", ""ID"", ""IR"", ""IQ"", ""IE"", ""IM"", ""IL"", ""IT"", ""JM"", ""JP"", ""JE"", ""JO"", ""KZ"", ""KE"", ""KI"", ""KW"", ""KG"", ""LA"", ""LV"", ""LB"", ""LS"", ""LR"", ""LY"", ""LI"", ""LT"", ""LU"", ""MO"", ""MG"", ""MW"", ""MY"", ""MV"", ""ML"", ""MT"", ""MH"", ""MQ"", ""MR"", ""MU"", ""YT"", ""MX"", ""FM"", ""MD"", ""MC"", ""MN"", ""ME"", ""MS"", ""MA"", ""MZ"", ""MM"", ""NA"", ""NR"", ""NP"", ""NL"", ""NC"", ""NZ"", ""NI"", ""NE"", ""NG"", ""NU"", ""NF"", ""KP"", ""MK"", ""MP"", ""NO"", ""OM"", ""PK"", ""PW"", ""PS"", ""PA"", ""PG"", ""PY"", ""PE"", ""PH"", ""PN"", ""PL"", ""PT"", ""PR"", ""QA"", ""RO"", ""RU"", ""RW"", ""RE"", ""BL"", ""SH"", ""KN"", ""LC"", ""PM"", ""VC"", ""WS"", ""SM"", ""ST"", ""SA"", ""SN"", ""RS"", ""SC"", ""SL"", ""SG"", ""SX"", ""SK"", ""SI"", ""SB"", ""SO"", ""ZA"", ""GS"", ""KR"", ""SS"", ""ES"", ""LK"", ""SD"", ""SR"", ""SJ"", ""SE"", ""CH"", ""SY"", ""TW"", ""TJ"", ""TZ"", ""TH"", ""TL"", ""TG"", ""TK"", ""TO"", ""TT"", ""TN"", ""TR"", ""TM"", ""TC"", ""TV"", ""UG"", ""UA"", ""AE"", ""GB"", ""US"", ""UM"", ""UY"", ""UZ"", ""VU"", ""VA"", ""VE"", ""VN"", ""VG"", ""VI"", ""WF"", ""EH"", ""YE"", ""ZM"", ""ZW"", ""AX"", ""OTHER""], ""labels"": [""Afghanistan"", ""Albania"", ""Algeria"", ""American Samoa"", ""Andorra"", ""Angola"", ""Anguilla"", ""Antarctica"", ""Antigua and Barbuda"", ""Argentina"", ""Armenia"", ""Aruba"", ""Australia"", ""Austria"", ""Azerbaijan"", ""Bahamas"", ""Bahrain"", ""Bangladesh"", ""Barbados"", ""Belarus"", ""Belgium"", ""Belize"", ""Benin"", ""Bermuda"", ""Bhutan"", ""Bolivia"", ""Bonaire, Sint Eustatius and Saba"", ""Bosnia and Herzegovina"", ""Botswana"", ""Bouvet Island"", ""Brazil"", ""British Indian Ocean Territory"", ""Brunei Darussalam"", ""Bulgaria"", ""Burkina Faso"", ""Burundi"", ""Cabo Verde"", ""Cambodia"", ""Cameroon"", ""Canada"", ""Cayman Islands"", ""Central African Republic"", ""Chad"", ""Chile"", ""China"", ""Christmas Island"", ""Cocos  Islands"", ""Colombia"", ""Comoros"", ""Congo"", ""Congo (Democratic Republic)"", ""Cook Islands"", ""Costa Rica"", ""Croatia"", ""Cuba"", ""Cura\u00e7ao"", ""Cyprus"", ""Czechia"", ""C\u00f4te d'Ivoire"", ""Denmark"", ""Djibouti"", ""Dominica"", ""Dominican Republic"", ""Ecuador"", ""Egypt"", ""El Salvador"", ""Equatorial Guinea"", ""Eritrea"", ""Estonia"", ""Eswatini"", ""Ethiopia"", ""Falkland Islands (Malvinas)"", ""Faroe Islands"", ""Fiji"", ""Finland"", ""France"", ""French Guiana"", ""French Polynesia"", ""French Southern Territories"", ""Gabon"", ""Gambia"", ""Georgia"", ""Germany"", ""Ghana"", ""Gibraltar"", ""Greece"", ""Greenland"", ""Grenada"", ""Guadeloupe"", ""Guam"", ""Guatemala"", ""Guernsey"", ""Guinea"", ""Guinea-Bissau"", ""Guyana"", ""Haiti"", ""Heard Island and McDonald Islands"", ""Honduras"", ""Hong Kong"", ""Hungary"", ""Iceland"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Ireland"", ""Isle of Man"", ""Israel"", ""Italy"", ""Jamaica"", ""Japan"", ""Jersey"", ""Jordan"", ""Kazakhstan"", ""Kenya"", ""Kiribati"", ""Kuwait"", ""Kyrgyzstan"", ""Lao"", ""Latvia"", ""Lebanon"", ""Lesotho"", ""Liberia"", ""Libya"", ""Liechtenstein"", ""Lithuania"", ""Luxembourg"", ""Macao"", ""Madagascar"", ""Malawi"", ""Malaysia"", ""Maldives"", ""Mali"", ""Malta"", ""Marshall Islands"", ""Martinique"", ""Mauritania"", ""Mauritius"", ""Mayotte"", ""Mexico"", ""Micronesia"", ""Moldova"", ""Monaco"", ""Mongolia"", ""Montenegro"", ""Montserrat"", ""Morocco"", ""Mozambique"", ""Myanmar"", ""Namibia"", ""Nauru"", ""Nepal"", ""Netherlands"", ""New Caledonia"", ""New Zealand"", ""Nicaragua"", ""Niger"", ""Nigeria"", ""Niue"", ""Norfolk Island"", ""North Korea"", ""North Macedonia"", ""Northern Mariana Islands"", ""Norway"", ""Oman"", ""Pakistan"", ""Palau"", ""Palestine"", ""Panama"", ""Papua New Guinea"", ""Paraguay"", ""Peru"", ""Philippines"", ""Pitcairn"", ""Poland"", ""Portugal"", ""Puerto Rico"", ""Qatar"", ""Romania"", ""Russian Federation"", ""Rwanda"", ""R\u00e9union"", ""Saint Barth\u00e9lemy"", ""Saint Helena, Ascension and Tristan da Cunha"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Saint Pierre and Miquelon"", ""Saint Vincent and the Grenadines"", ""Samoa"", ""San Marino"", ""Sao Tome and Principe"", ""Saudi Arabia"", ""Senegal"", ""Serbia"", ""Seychelles"", ""Sierra Leone"", ""Singapore"", ""Sint Maarten"", ""Slovakia"", ""Slovenia"", ""Solomon Islands"", ""Somalia"", ""South Africa"", ""South Georgia and the South Sandwich Islands"", ""South Korea"", ""South Sudan"", ""Spain"", ""Sri Lanka"", ""Sudan"", ""Suriname"", ""Svalbard and Jan Mayen"", ""Sweden"", ""Switzerland"", ""Syria"", ""Taiwan"", ""Tajikistan"", ""Tanzania"", ""Thailand"", ""Timor-Leste"", ""Togo"", ""Tokelau"", ""Tonga"", ""Trinidad and Tobago"", ""Tunisia"", ""Turkey"", ""Turkmenistan"", ""Turks and Caicos Islands"", ""Tuvalu"", ""Uganda"", ""Ukraine"", ""United Arab Emirates"", ""United Kingdom"", ""United States"", ""United States Minor Outlying Islands"", ""Uruguay"", ""Uzbekistan"", ""Vanuatu"", ""Vatican City State"", ""Venezuela"", ""Vietnam"", ""Virgin Islands (British)"", ""Virgin Islands (U.S.)"", ""Wallis and Futuna"", ""Western Sahara"", ""Yemen"", ""Zambia"", ""Zimbabwe"", ""\u00c5land Islands"", ""Other / not listed""], ""force_selection"": true}}"
7,2026-06-10 14:09:41.217030,,,,,,False,,,{},psynet.timeline.Response,{},1,age,"""30""",IntegerPage,True,127.0.0.1,"{""time_taken"": 47.978, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:08:53.253Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:08:53.255Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:08:53.255Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:08:53.259Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:08:53.260Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {""width"": ""120px"", ""text_align"": ""right""}}"
6,2026-06-10 14:08:53.023392,,,,,,False,,,{},psynet.timeline.Response,{},1,gender,"""male""",ChoicePage,True,127.0.0.1,"{""time_taken"": 16.055, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:08:36.984Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:08:36.985Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:08:36.985Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:08:36.989Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:08:36.990Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {""name"": ""radiobuttons"", ""choices"": [""female"", ""male"", ""non_binary"", ""prefer_not_to_say""], ""labels"": [""Female"", ""Male"", ""Non-binary"", ""Prefer not to say""], ""force_selection"": true}}"
5,2026-06-10 14:08:36.767067,,,,,,False,,,{},psynet.timeline.Response,{},1,info,,InfoPage,True,127.0.0.1,"{""time_taken"": 21.998, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:08:14.785Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:08:14.787Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:08:14.787Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:08:14.791Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:08:14.791Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {}}"
4,2026-06-10 14:08:14.584818,,,,,,False,,,{},psynet.timeline.Response,{},1,info,,InfoPage,True,127.0.0.1,"{""time_taken"": 7.598, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:08:07.002Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:08:07.003Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:08:07.003Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:08:07.007Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:08:07.008Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {}}"
3,2026-06-10 14:08:06.800795,,,,,,False,,,{},psynet.timeline.Response,{},1,info,,InfoPage,True,127.0.0.1,"{""time_taken"": 6.661, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:08:00.155Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:08:00.157Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:08:00.157Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:08:00.161Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:08:00.161Z"", ""info"": null}], ""comments"": [], ""prompt"": {}, ""control"": {}}"
2,2026-06-10 14:07:59.922832,,,,,,False,,,{},psynet.timeline.Response,{},1,volume_calibration,,ModularPage,True,127.0.0.1,"{""time_taken"": 15.53, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:07:44.404Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:44.413Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:44.413Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:44.413Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:44.413Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:46.417Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:46.417Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:46.417Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:46.418Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:46.418Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:46.418Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:46.426Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:46.426Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:46.918Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:48.437Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:48.446Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:48.446Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:48.923Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:50.457Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:50.466Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:50.466Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:50.943Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:52.477Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:52.485Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:52.486Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:52.963Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:54.497Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:54.506Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:54.506Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:54.983Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:56.517Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:56.526Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:56.526Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:57.003Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:58.537Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2026-06-10T14:07:58.546Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:58.546Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:59.023Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""\n            <p>\n                Please listen to the following sound and adjust your\n                computer's output volume until it is at a comfortable level.\n            </p>\n            <p>\n                If you can't hear anything, there may be a problem with your\n                playback configuration or your internet connection.\n                You can refresh the page to try loading the audio again.\n            </p>\n            "", ""url"": ""/static/assets/cached/volume_calibration/volume_calibration_audio/a90fa3f02d7ff22cc88bd3182954cfd2.wav"", ""play_window"": [null, null]}, ""control"": {}}"
1,2026-06-10 14:07:44.015053,,,,,,False,,,{},psynet.timeline.Response,{},1,untitled,"{""main_consent"": true}",MainConsentPage,True,127.0.0.1,"{""time_taken"": 6.55, ""platform"": ""Chrome 148.0.0.0 on Linux 64-bit"", ""download_speed_megabits_per_sec"": 1.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2026-06-10T14:07:37.468Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2026-06-10T14:07:37.505Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2026-06-10T14:07:37.505Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2026-06-10T14:07:37.509Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2026-06-10T14:07:37.509Z"", ""info"": null}], ""comments"": []}"
